Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation (high resolution)  [sfc];Total Precipitation (low resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Snowfall Amount (low resolution)  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2019;06;21;09;00;28.73;64.00;1012.20;0.00;0.00;0.00;0.00;25.00;25.00;25.00;0.00;28.09;510.86;11.92;25.02;12.66;14.83;17.60;59.24;15.12
2019;06;21;10;00;29.47;60.00;1012.00;0.00;0.00;0.00;0.00;52.00;0.00;52.00;52.00;44.04;577.61;8.16;48.58;7.93;39.47;12.40;64.18;15.48
2019;06;21;11;00;29.15;63.00;1012.30;0.30;0.50;0.00;0.00;86.00;4.00;86.00;86.00;26.81;461.91;5.01;111.04;4.90;107.10;6.92;98.97;15.84
2019;06;21;12;00;28.64;70.00;1012.60;0.70;0.50;0.00;0.00;99.00;100.00;99.00;99.00;5.11;281.24;6.92;141.34;7.20;126.87;9.89;100.49;15.84
2019;06;21;13;00;27.90;79.00;1012.50;1.00;0.90;0.00;0.00;91.00;100.00;91.00;91.00;0.00;207.37;4.90;162.90;4.10;127.87;11.16;90.00;14.40
2019;06;21;14;00;28.14;82.00;1011.80;1.00;1.10;0.00;0.00;100.00;100.00;100.00;100.00;1.91;184.23;3.26;173.66;1.30;123.69;11.21;84.47;16.92
2019;06;21;15;00;26.79;87.00;1011.30;2.10;0.70;0.00;0.00;100.00;100.00;100.00;100.00;0.00;111.25;2.60;236.31;0.72;360.00;6.92;62.10;10.44
2019;06;21;16;00;26.46;84.00;1011.00;1.20;0.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;83.66;0.72;270.00;4.39;34.99;9.67;45.00;11.52
2019;06;21;17;00;27.01;87.00;1011.70;0.50;0.60;0.00;0.00;100.00;100.00;100.00;0.00;0.00;103.24;1.44;360.00;6.30;30.96;11.75;40.03;6.48
2019;06;21;18;00;26.43;82.00;1012.50;1.00;0.00;0.00;0.00;100.00;100.00;100.00;96.00;0.00;62.30;1.80;323.13;6.29;13.24;10.38;33.69;5.04
2019;06;21;19;00;26.13;83.00;1012.80;0.00;0.00;0.00;0.00;68.00;100.00;68.00;0.00;0.00;2.67;3.83;318.81;5.00;329.74;16.70;52.88;2.16
2019;06;21;20;00;25.63;84.00;1012.90;0.00;0.00;0.00;0.00;54.00;100.00;54.00;0.00;0.00;0.00;7.65;318.81;12.56;332.70;19.64;26.10;6.84
2019;06;21;21;00;25.70;79.00;1012.90;0.00;0.00;0.00;0.00;75.00;100.00;75.00;0.00;0.00;0.00;6.64;347.47;11.88;360.00;24.48;28.07;10.44
2019;06;21;22;00;25.80;76.00;1013.40;0.00;0.00;0.00;0.00;100.00;100.00;100.00;81.00;0.00;0.00;5.45;352.41;9.18;348.69;23.09;30.96;9.36
2019;06;21;23;00;25.62;75.00;1013.10;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;4.55;341.57;6.44;333.43;20.99;59.04;4.68
2019;06;22;00;00;25.58;73.00;1012.90;0.00;0.00;0.00;0.00;100.00;100.00;100.00;71.00;0.00;0.00;5.40;360.00;6.84;360.00;24.61;84.12;13.32
2019;06;22;01;00;25.37;73.00;1012.90;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;6.52;353.66;10.59;9.78;26.68;86.91;13.68
2019;06;22;02;00;24.96;78.00;1012.20;0.00;0.00;0.00;0.00;100.00;100.00;100.00;15.00;0.00;0.00;6.49;340.56;10.50;354.09;26.64;90.00;12.60
2019;06;22;03;00;24.83;82.00;1011.70;0.00;0.20;0.00;0.00;81.00;9.00;7.00;81.00;0.00;0.00;5.94;345.96;7.59;5.44;23.50;95.27;15.84
2019;06;22;04;00;25.40;83.00;1011.50;0.20;0.80;0.00;0.00;100.00;33.00;85.00;100.00;0.00;0.00;4.33;355.24;5.15;24.78;23.59;105.95;10.08
2019;06;22;05;00;25.55;83.00;1012.20;0.00;0.90;0.00;0.00;100.00;45.00;10.00;100.00;0.00;0.00;3.32;12.53;4.61;38.66;25.01;112.87;14.04
2019;06;22;06;00;25.21;89.00;1013.00;1.80;0.20;0.00;0.00;100.00;51.00;100.00;100.00;0.00;2.67;3.32;49.40;7.24;63.43;28.58;109.12;16.20
2019;06;22;07;00;25.53;86.00;1013.40;1.80;0.00;0.00;0.00;75.00;75.00;75.00;75.00;0.00;66.75;11.09;13.13;11.97;6.91;13.25;47.20;15.12
2019;06;22;08;00;26.56;79.00;1013.50;0.90;0.00;0.00;0.00;50.00;50.00;50.00;50.00;12.13;231.40;11.50;20.14;12.37;8.37;14.49;63.43;9.72
2019;06;22;09;00;27.95;71.00;1013.30;0.40;0.00;0.00;0.00;89.00;25.00;89.00;89.00;28.09;461.91;9.03;23.50;9.53;10.89;12.96;88.41;12.24
2019;06;22;10;00;28.80;72.00;1013.40;0.50;1.30;0.00;0.00;97.00;2.00;97.00;97.00;3.19;256.32;7.90;24.23;8.05;10.30;11.73;72.12;16.92
2019;06;22;11;00;28.50;75.00;1013.60;0.90;1.10;0.00;0.00;94.00;3.00;94.00;94.00;0.00;251.87;5.32;28.30;6.15;20.56;10.30;53.53;15.84
2019;06;22;12;00;27.72;72.00;1013.60;0.60;0.70;0.00;0.00;94.00;13.00;94.00;94.00;0.00;250.09;4.39;55.01;5.62;50.19;7.15;49.09;16.20
2019;06;22;13;00;27.63;73.00;1013.40;0.40;1.00;0.00;0.00;81.00;100.00;81.00;81.00;0.00;299.93;5.60;45.00;6.37;42.71;7.79;33.69;14.40
2019;06;22;14;00;27.14;74.00;1012.80;0.20;0.00;0.00;0.00;85.00;100.00;85.00;85.00;8.30;212.71;5.40;36.87;6.19;35.54;7.90;24.23;16.20
2019;06;22;15;00;27.80;81.00;1012.30;0.20;0.50;0.00;0.00;68.00;100.00;68.00;64.00;5.74;182.45;4.68;22.62;5.35;19.65;8.67;4.76;9.00
2019;06;22;16;00;27.55;78.00;1011.90;0.50;0.00;0.00;0.00;98.00;100.00;98.00;98.00;16.60;184.23;4.55;18.43;5.51;11.31;8.65;357.61;10.80
2019;06;22;17;00;26.42;80.00;1012.30;0.40;0.00;0.00;0.00;82.00;37.00;82.00;82.00;0.00;123.71;2.90;7.13;4.32;360.00;8.21;344.74;13.32
2019;06;22;18;00;25.86;90.00;1012.60;0.00;0.00;0.00;0.00;54.00;31.00;54.00;52.00;7.66;72.98;0.80;26.57;1.94;21.80;7.95;354.81;1.80
2019;06;22;19;00;24.28;94.00;1012.60;0.00;0.00;0.00;0.00;25.00;55.00;25.00;0.00;11.18;8.90;8.35;7.43;13.08;7.91;16.87;39.81;3.96
2019;06;22;20;00;24.43;90.00;1012.90;0.00;0.00;0.00;0.00;35.00;70.00;35.00;0.00;0.00;0.00;7.59;5.44;13.68;358.49;20.52;52.13;7.92
2019;06;22;21;00;24.49;81.00;1012.90;0.00;0.00;0.00;0.00;4.50;15.00;0.00;0.00;0.00;0.00;7.57;2.73;12.96;360.00;22.06;63.85;10.08
2019;06;22;22;00;25.31;72.00;1013.80;0.00;0.00;0.00;0.00;69.00;30.00;69.00;69.00;0.00;0.00;7.20;360.00;11.88;360.00;19.47;70.56;9.36
2019;06;22;23;00;25.36;70.00;1013.70;0.00;0.00;0.00;0.00;100.00;100.00;0.00;100.00;0.00;0.00;6.52;6.34;9.83;8.43;22.82;83.66;18.00
2019;06;23;00;00;25.35;71.00;1013.50;0.00;0.00;0.00;0.00;30.00;100.00;0.00;10.00;0.00;0.00;8.35;7.43;12.66;14.83;30.19;81.77;18.36
2019;06;23;01;00;24.81;75.00;1013.10;0.00;0.00;0.00;0.00;10.00;19.00;4.00;10.00;0.00;0.00;9.53;10.89;14.37;22.07;33.09;81.87;18.36
2019;06;23;02;00;24.37;81.00;1012.90;0.00;0.00;0.00;0.00;22.00;26.00;22.00;0.00;0.00;0.00;7.92;360.00;9.69;21.80;31.75;86.10;16.20
2019;06;23;03;00;24.04;83.00;1012.70;0.00;0.00;0.00;0.00;28.00;41.00;28.00;0.00;0.00;0.00;6.85;356.99;6.79;32.01;27.73;88.51;15.12
2019;06;23;04;00;23.72;84.00;1012.70;0.00;0.00;0.00;0.00;8.10;27.00;0.00;0.00;0.00;0.00;6.85;3.01;8.09;32.28;25.20;90.82;14.76
2019;06;23;05;00;23.55;84.00;1013.50;0.00;0.00;0.00;0.00;11.40;38.00;0.00;0.00;0.00;0.00;7.28;8.53;9.66;26.57;24.16;86.58;14.76
2019;06;23;06;00;23.93;88.00;1013.80;0.00;0.00;0.00;0.00;5.40;18.00;0.00;0.00;27.73;16.91;7.34;11.31;11.11;24.90;26.55;77.47;14.76
2019;06;23;07;00;25.37;82.00;1014.10;0.00;0.00;0.00;0.00;5.10;17.00;0.00;0.00;56.55;190.46;9.09;33.69;8.89;31.76;33.68;79.53;18.36
2019;06;23;08;00;26.49;71.00;1014.20;0.00;0.00;0.00;0.00;4.50;15.00;0.00;0.00;56.74;393.38;10.46;49.18;10.23;50.71;38.90;78.79;22.32
2019;06;23;09;00;27.67;66.00;1014.40;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;57.13;575.83;13.24;67.62;13.32;71.08;34.74;79.85;18.00
2019;06;23;10;00;28.59;63.00;1014.60;0.00;0.00;0.00;0.00;12.00;6.00;0.00;12.00;58.47;720.90;17.73;84.17;19.88;84.81;27.09;85.43;23.04
2019;06;23;11;00;29.14;62.00;1014.10;0.00;0.00;0.00;0.00;100.00;21.00;0.00;100.00;52.34;797.44;18.75;86.70;22.07;84.38;25.26;85.91;23.04
2019;06;23;12;00;29.43;61.00;1013.80;0.00;0.00;0.00;0.00;100.00;24.00;0.00;100.00;0.00;493.06;19.52;84.71;23.68;81.25;27.51;83.99;25.92
2019;06;23;13;00;29.58;59.00;1013.30;0.00;0.00;0.00;0.00;100.00;21.00;0.00;100.00;0.00;650.59;19.13;85.68;22.82;83.66;25.60;86.78;27.00
2019;06;23;14;00;30.29;56.00;1012.70;0.00;0.00;0.00;0.00;10.00;21.00;0.00;10.00;0.00;598.97;19.49;85.76;22.55;81.74;25.65;85.17;27.00
2019;06;23;15;00;30.15;54.00;1012.00;0.00;0.00;0.00;0.00;10.00;26.00;0.00;10.00;53.62;673.73;16.92;90.00;18.73;87.80;22.68;90.00;26.64
2019;06;23;16;00;30.07;53.00;1011.40;0.00;0.00;0.00;0.00;10.00;29.00;0.00;10.00;53.62;533.11;15.14;92.73;17.64;88.83;20.52;88.99;30.60
2019;06;23;17;00;29.28;57.00;1011.80;0.00;0.00;0.00;0.00;10.00;13.00;0.00;10.00;53.62;360.45;13.85;98.97;17.65;92.34;21.60;90.00;28.80
2019;06;23;18;00;27.62;67.00;1012.10;0.00;0.00;0.00;0.00;10.00;5.00;0.00;10.00;53.62;168.21;8.65;106.93;16.17;101.56;23.41;91.76;25.56
2019;06;23;19;00;26.70;66.00;1012.70;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;23.65;12.46;4.84;131.99;10.63;118.30;26.37;94.70;8.28
2019;06;23;20;00;25.91;72.00;1013.10;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;4.21;199.98;7.34;168.69;32.14;102.95;5.76
2019;06;23;21;00;25.01;81.00;1013.70;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;5.32;208.30;8.31;197.65;32.06;114.55;7.56
2019;06;23;22;00;24.61;87.00;1014.40;0.00;0.00;0.00;0.00;12.00;9.00;0.00;12.00;0.00;0.00;3.55;203.96;6.19;215.54;34.90;111.80;15.48
2019;06;23;23;00;24.22;91.00;1014.30;0.00;0.00;0.00;0.00;17.00;15.00;0.00;17.00;0.00;0.00;2.90;209.74;5.90;217.57;33.04;113.77;4.68
